order_id,user_id,order_time,order_amount,order_status,pay_status,source_channel,province
210,783,2026-03-25 11:07:36,960.03,待支付,未支付,app,山东
211,290,2026-03-24 13:42:17,35.05,已完成,已支付,mini_program,浙江
212,2232,2026-03-21 18:03:12,107.55,已完成,已支付,app,河南
213,827,2026-03-11 22:53:47,744.81,已完成,已支付,app,福建
214,2412,2026-03-17 20:32:52,2173.47,已取消,未支付,app,河南
215,7468,2026-03-22 11:53:31,566.94,已完成,已支付,app,江苏
216,6235,2026-03-15 03:29:53,2911.02,已支付,已支付,app,北京
217,8286,2026-03-19 11:19:04,2494.65,已支付,已支付,app,北京
218,8924,2026-03-24 15:52:42,2924.08,已支付,已支付,app,山东
219,9213,2026-03-10 16:20:56,1880.63,待支付,未支付,app,福建
220,9735,2026-03-13 09:33:08,56.8,已完成,已支付,web,湖北
221,8361,2026-03-09 03:14:53,2057.19,已完成,已支付,web,山东
222,4659,2026-03-21 05:38:32,986.11,已完成,已支付,web,河南
223,9817,2026-03-25 14:24:58,845.92,已完成,已支付,mini_program,湖北
224,9639,2026-03-17 02:40:50,2059.4,已完成,已支付,app,北京
225,6519,2026-03-24 03:25:01,554.95,已完成,已支付,app,北京
226,6035,2026-03-17 00:49:48,1619.39,已完成,已支付,mini_program,上海
227,3915,2026-03-13 13:34:49,2894.45,已完成,已支付,mini_program,北京
228,7619,2026-02-27 14:39:40,2567.01,已完成,已支付,app,四川
229,2503,2026-03-24 11:30:37,1695.8,已取消,未支付,mini_program,山东
230,3498,2026-03-07 03:10:10,1315.5,已完成,已支付,mini_program,江苏
231,3522,2026-03-18 00:39:16,524.31,待支付,未支付,app,上海
232,1831,2026-03-13 19:53:17,446.67,已取消,未支付,app,四川
233,2644,2026-03-22 22:37:16,60.29,已完成,已支付,web,江苏
234,6281,2026-03-17 16:22:00,688.03,已完成,已支付,web,江苏
235,3556,2026-03-08 08:59:40,2302.19,已支付,已支付,web,广东
236,2428,2026-03-22 04:02:18,2790.39,待支付,未支付,mini_program,河南
237,7542,2026-03-21 16:20:39,1083.2,已完成,已支付,app,福建
238,773,2026-03-25 12:07:17,1655.39,已完成,已支付,web,湖北
239,9194,2026-03-24 17:50:18,2459.24,已完成,已支付,mini_program,河南
240,6504,2026-03-23 17:41:59,2874.39,已支付,已支付,web,江苏
241,319,2026-03-20 19:35:36,101.02,已取消,未支付,app,广东
242,8782,2026-03-25 19:33:33,2937.26,已取消,未支付,app,江苏
243,9828,2026-03-25 05:44:51,2787.74,已完成,已支付,web,北京
244,754,2026-03-24 18:03:02,1384.67,已支付,已支付,app,江苏
245,6307,2026-03-15 16:38:20,279.69,已支付,已支付,mini_program,广东
246,157,2026-03-07 16:18:40,1713.76,已取消,未支付,mini_program,湖北
247,7910,2026-03-24 19:53:48,157.6,待支付,未支付,app,福建
248,2538,2026-03-17 08:31:22,1494.9,已支付,已支付,app,湖北
249,2126,2026-03-19 10:21:34,624.64,已退款,已退款,mini_program,四川
250,9779,2026-03-13 12:02:03,783.59,已完成,已支付,web,广东
251,7804,2026-03-24 05:59:25,627.31,已完成,已支付,mini_program,河南
252,5734,2026-03-15 02:29:51,1486.55,已完成,已支付,app,广东
253,4652,2026-03-11 21:39:16,758.37,已支付,已支付,app,山东
254,4787,2026-03-15 11:17:53,1611.2,已完成,已支付,mini_program,江苏
255,5878,2026-03-06 15:57:21,1034.68,已完成,已支付,web,浙江
256,6502,2026-03-25 01:05:19,2910.71,已支付,已支付,app,四川
257,9825,2026-02-27 03:28:16,2355.71,已完成,已支付,mini_program,湖北
258,4982,2026-03-06 22:40:41,57.69,已完成,已支付,mini_program,河南
259,5667,2026-03-23 17:54:53,487.41,已支付,已支付,mini_program,江苏
260,7465,2026-03-12 08:17:55,2153.84,已支付,已支付,mini_program,福建
261,3986,2026-03-23 10:17:49,2713.84,已完成,已支付,app,广东
262,223,2026-03-25 21:16:25,1746.87,已完成,已支付,app,福建
263,3015,2026-03-11 13:14:21,2254.57,已取消,未支付,app,上海
264,6837,2026-03-25 07:53:10,2695.52,已完成,已支付,app,北京
265,6994,2026-03-13 19:54:12,1050.8,已支付,已支付,mini_program,广东
266,7186,2026-03-16 13:25:08,2388.4,已退款,已退款,app,福建
267,8010,2026-03-23 05:33:18,2997.92,已取消,未支付,app,山东
268,1441,2026-03-11 02:13:26,2782.33,已完成,已支付,mini_program,上海
269,4143,2026-03-20 21:33:35,2992.53,已取消,未支付,mini_program,上海
270,6589,2026-03-10 09:31:48,1430.69,已支付,已支付,app,广东
271,685,2026-03-25 20:00:20,2191.27,已取消,未支付,app,北京
272,4210,2026-03-14 03:13:49,1933.51,已完成,已支付,web,北京
273,3784,2026-03-15 23:16:29,2993.59,已取消,未支付,mini_program,四川
274,2906,2026-03-23 18:59:38,2450.11,已完成,已支付,mini_program,四川
275,8753,2026-03-10 19:30:26,1725.6,待支付,未支付,web,山东
276,9104,2026-03-08 03:47:15,1810.02,已支付,已支付,web,上海
277,5315,2026-03-17 22:06:02,2053.56,已完成,已支付,app,湖北
278,5344,2026-03-05 01:03:28,2052.17,待支付,未支付,app,上海
279,2159,2026-03-24 21:12:22,846.17,已退款,已退款,mini_program,上海
280,1707,2026-03-20 15:23:59,1002.0,已完成,已支付,app,江苏
281,497,2026-03-21 10:35:34,357.87,待支付,未支付,web,北京
282,4899,2026-03-22 00:14:19,530.95,已完成,已支付,app,浙江
283,8233,2026-03-25 21:00:37,1079.74,已完成,已支付,app,河南
284,8093,2026-03-20 02:26:55,1952.12,待支付,未支付,mini_program,福建
285,4829,2026-03-03 12:24:28,2829.72,已完成,已支付,web,江苏
286,512,2026-03-22 05:54:16,2966.17,已取消,未支付,app,北京
287,7468,2026-03-20 12:53:01,1550.1,已取消,未支付,app,湖北
288,5162,2026-03-19 10:56:38,2485.31,已支付,已支付,app,河南
289,4807,2026-03-19 09:50:46,1847.06,已完成,已支付,app,江苏
290,8914,2026-02-27 15:38:53,1222.72,已完成,已支付,web,山东
291,8375,2026-03-20 09:25:21,2066.79,已完成,已支付,mini_program,河南
292,9459,2026-03-22 23:24:51,1420.37,待支付,未支付,web,福建
293,6370,2026-03-23 07:40:58,783.3,已支付,已支付,mini_program,四川
294,850,2026-03-19 06:00:24,2500.58,已支付,已支付,app,河南
295,663,2026-03-25 01:54:43,1418.66,已支付,已支付,app,福建
296,7712,2026-03-25 00:46:33,2865.79,已完成,已支付,mini_program,浙江
297,4011,2026-03-25 16:13:51,2048.5,已支付,已支付,web,福建
298,9567,2026-03-13 08:51:21,359.91,已退款,已退款,mini_program,江苏
299,858,2026-03-21 18:07:58,969.4,已支付,已支付,app,湖北
300,1080,2026-03-08 00:41:25,630.12,已支付,已支付,app,江苏
301,9169,2026-03-24 19:58:24,1743.44,已支付,已支付,app,浙江
302,2149,2026-03-20 09:37:19,2661.24,已支付,已支付,mini_program,福建
303,5979,2026-03-19 01:20:47,2600.14,已取消,未支付,app,四川
304,1929,2026-03-16 09:56:49,2072.91,已完成,已支付,mini_program,山东
305,5460,2026-03-23 07:31:35,2239.06,已完成,已支付,app,山东
306,4009,2026-03-14 19:35:12,1544.19,已取消,未支付,mini_program,河南
307,3277,2026-03-08 12:29:22,1978.11,已支付,已支付,web,上海
308,9100,2026-03-24 22:44:53,1900.71,已完成,已支付,app,江苏
309,6182,2026-03-20 15:41:04,1907.12,已支付,已支付,mini_program,江苏
310,4933,2026-03-23 08:22:16,155.41,待支付,未支付,mini_program,浙江
311,4285,2026-03-25 00:25:48,782.21,已完成,已支付,app,河南
312,7774,2026-03-17 18:16:13,1478.72,已完成,已支付,app,江苏
313,4332,2026-03-24 23:22:01,2307.62,已支付,已支付,app,四川
314,5077,2026-03-24 05:12:55,927.23,已完成,已支付,app,广东
315,5260,2026-03-24 22:14:49,2229.41,已取消,未支付,mini_program,福建
316,1872,2026-03-25 20:36:36,183.86,已完成,已支付,mini_program,北京
317,9023,2026-03-09 09:33:04,2291.47,已支付,已支付,app,上海
318,4044,2026-03-03 20:46:06,2642.55,已完成,已支付,web,山东
319,2782,2026-03-14 23:01:24,83.89,已完成,已支付,app,北京
320,1866,2026-03-25 20:19:36,1665.56,已完成,已支付,mini_program,江苏
321,5755,2026-03-23 22:24:51,1154.61,已取消,未支付,mini_program,山东
322,5638,2026-03-23 06:24:08,1268.82,已完成,已支付,web,湖北
323,8200,2026-03-17 04:07:23,1407.2,已完成,已支付,mini_program,湖北
324,6626,2026-03-16 04:01:07,2232.32,已完成,已支付,mini_program,山东
325,6661,2026-03-12 05:13:11,1269.26,已完成,已支付,app,湖北
326,7153,2026-03-23 16:54:29,2884.66,待支付,未支付,mini_program,河南
327,1642,2026-03-18 17:06:33,1138.7,待支付,未支付,mini_program,四川
328,1006,2026-03-22 09:14:21,2549.83,已完成,已支付,app,湖北
329,5061,2026-03-11 15:47:24,2406.75,已完成,已支付,mini_program,浙江
330,4248,2026-03-21 01:21:10,1153.64,已取消,未支付,app,湖北
331,1334,2026-03-12 05:08:39,1787.15,已取消,未支付,app,浙江
332,9240,2026-03-04 19:06:49,1679.24,已退款,已退款,app,湖北
333,1701,2026-03-11 19:22:34,793.37,已完成,已支付,mini_program,江苏
334,7256,2026-03-19 13:53:36,844.64,已支付,已支付,mini_program,北京
335,1378,2026-03-24 01:34:42,820.62,已支付,已支付,web,山东
336,9373,2026-03-18 07:37:10,1747.66,已取消,未支付,web,湖北
337,5362,2026-03-09 02:30:29,544.15,已取消,未支付,web,山东
338,5495,2026-03-12 20:33:45,2355.5,已完成,已支付,app,河南
339,730,2026-03-21 16:37:22,2074.26,已支付,已支付,mini_program,浙江
340,2423,2026-03-19 13:37:16,2781.59,已完成,已支付,mini_program,四川
341,3437,2026-03-23 11:04:29,2139.37,已完成,已支付,mini_program,河南
342,8392,2026-03-11 09:39:39,1006.18,已完成,已支付,mini_program,河南
343,1046,2026-03-24 19:34:54,2086.17,已完成,已支付,app,广东
344,2392,2026-03-22 15:27:22,1787.29,已完成,已支付,app,广东
345,6045,2026-03-18 02:24:40,1941.37,已取消,未支付,mini_program,江苏
346,1856,2026-02-28 13:29:30,2304.66,已支付,已支付,mini_program,山东
347,2945,2026-03-21 10:26:00,2625.77,待支付,未支付,app,湖北
348,934,2026-03-10 07:46:03,1145.35,已取消,未支付,web,北京
349,583,2026-03-16 06:19:01,1769.3,已完成,已支付,web,浙江
350,1629,2026-03-14 14:02:16,2740.44,已完成,已支付,app,北京
351,5413,2026-03-11 07:39:58,104.43,已取消,未支付,app,上海
352,8303,2026-03-23 13:02:33,1845.77,已支付,已支付,mini_program,广东
353,5794,2026-03-24 00:05:29,1916.89,已支付,已支付,app,上海
354,7200,2026-03-16 08:07:09,2161.27,已取消,未支付,mini_program,山东
355,8300,2026-03-13 15:58:38,589.34,已完成,已支付,mini_program,江苏
356,2194,2026-03-12 20:59:38,1508.2,已完成,已支付,app,湖北
357,2093,2026-03-25 19:49:50,2595.55,已取消,未支付,mini_program,河南
358,7808,2026-03-18 03:24:24,2309.71,已取消,未支付,app,山东
359,5390,2026-03-22 05:27:44,857.41,已支付,已支付,app,广东
360,3714,2026-03-25 14:08:59,835.84,已取消,未支付,app,江苏
361,2582,2026-03-24 20:17:04,76.65,已支付,已支付,web,河南
362,6895,2026-03-25 09:11:05,2418.61,已取消,未支付,app,山东
363,1498,2026-03-23 08:31:14,866.93,已退款,已退款,app,湖北
364,967,2026-03-23 22:12:45,293.28,已完成,已支付,mini_program,上海
365,6503,2026-03-21 03:30:24,2128.53,已完成,已支付,app,湖北
366,2092,2026-03-20 17:03:13,2211.77,已完成,已支付,mini_program,湖北
367,8377,2026-03-23 19:58:02,1164.16,已完成,已支付,mini_program,山东
368,4005,2026-03-05 22:56:39,2039.97,已退款,已退款,app,湖北
369,9930,2026-03-19 19:45:01,1820.95,已支付,已支付,app,北京
370,863,2026-03-22 05:31:56,1692.09,已退款,已退款,app,河南
371,4549,2026-03-22 09:11:26,1162.86,已支付,已支付,app,江苏
372,5186,2026-03-21 14:21:56,1156.14,已完成,已支付,app,河南
373,4145,2026-03-14 06:43:21,832.61,已完成,已支付,mini_program,湖北
374,7089,2026-03-09 03:53:19,578.72,已支付,已支付,app,河南
375,3485,2026-03-23 22:36:37,2145.36,已完成,已支付,mini_program,福建
376,1618,2026-03-09 18:03:14,2692.76,已退款,已退款,web,福建
377,473,2026-03-23 11:24:34,561.37,已取消,未支付,mini_program,四川
