user_id,username,gender,birthday,city,register_time,register_channel,user_level,status
40,user_000040,女,1991-06-29,重庆,2026-03-14 09:06:44,app,普通会员,正常
41,user_000041,女,1995-11-24,重庆,2026-03-16 22:51:50,app,普通会员,正常
42,user_000042,女,1993-05-24,西安,2026-03-25 02:13:13,mini_program,银牌会员,正常
43,user_000043,女,1989-01-16,广州,2026-03-02 15:54:40,web,钻石会员,正常
44,user_000044,男,1989-12-10,深圳,2026-02-28 13:37:05,app,普通会员,正常
45,user_000045,女,2006-04-13,重庆,2026-03-05 06:26:22,app,金牌会员,正常
46,user_000046,女,1980-09-22,北京,2026-03-07 03:49:15,web,普通会员,正常
47,user_000047,男,1995-12-03,杭州,2026-02-27 11:29:39,app,金牌会员,正常
48,user_000048,男,1987-06-12,成都,2026-03-03 02:20:23,web,普通会员,正常
49,user_000049,女,1979-10-07,南京,2026-03-20 18:23:55,web,金牌会员,正常
50,user_000050,男,2002-05-09,深圳,2026-03-02 05:03:07,web,普通会员,正常
51,user_000051,男,1995-12-03,西安,2026-03-14 06:20:46,web,普通会员,正常
52,user_000052,男,1988-03-28,上海,2026-03-17 23:39:34,web,普通会员,正常
53,user_000053,女,2000-11-16,武汉,2026-03-14 22:56:28,web,普通会员,正常
54,user_000054,女,1982-11-06,上海,2026-03-05 12:06:06,mini_program,金牌会员,正常
55,user_000055,女,2002-10-02,成都,2026-02-25 20:37:19,app,普通会员,正常
56,user_000056,女,1988-11-22,南京,2026-03-25 01:54:12,app,普通会员,正常
57,user_000057,男,1993-02-11,重庆,2026-03-05 22:13:38,app,普通会员,正常
58,user_000058,女,1994-12-16,杭州,2026-02-24 02:18:16,mini_program,钻石会员,正常
59,user_000059,男,1986-02-09,成都,2026-03-19 05:15:33,web,普通会员,正常
60,user_000060,女,1988-09-04,广州,2026-03-21 11:40:06,app,钻石会员,正常
61,user_000061,男,1986-07-26,西安,2026-03-11 22:31:44,mini_program,普通会员,正常
62,user_000062,女,1995-09-25,杭州,2026-03-19 09:23:55,app,普通会员,正常
63,user_000063,女,1998-07-05,成都,2026-03-24 19:58:46,mini_program,银牌会员,正常
64,user_000064,男,1987-08-04,上海,2026-02-28 03:00:28,app,普通会员,正常
65,user_000065,男,1976-09-13,北京,2026-03-22 00:05:58,app,银牌会员,正常
66,user_000066,男,1996-11-18,杭州,2026-03-03 05:55:53,app,普通会员,正常
67,user_000067,男,1997-07-12,重庆,2026-03-15 09:11:12,app,普通会员,正常
68,user_000068,男,2007-02-17,武汉,2026-03-14 00:10:34,mini_program,银牌会员,正常
69,user_000069,男,2006-09-01,重庆,2026-03-13 13:00:19,mini_program,普通会员,正常
70,user_000070,女,1993-07-27,广州,2026-03-11 18:46:29,app,普通会员,正常
71,user_000071,女,1996-07-29,成都,2026-03-15 22:27:45,app,普通会员,正常
72,user_000072,男,1997-06-11,深圳,2026-02-26 04:59:34,app,普通会员,正常
73,user_000073,男,1997-10-27,成都,2026-03-14 15:52:02,app,普通会员,正常
74,user_000074,男,1976-09-15,武汉,2026-03-22 07:53:50,app,普通会员,正常
75,user_000075,男,1998-09-23,上海,2026-03-13 08:46:05,app,普通会员,正常
76,user_000076,女,2002-07-28,广州,2026-03-20 06:49:02,mini_program,银牌会员,正常
77,user_000077,男,1996-06-26,武汉,2026-03-10 04:34:19,app,普通会员,正常
78,user_000078,女,1993-09-27,成都,2026-02-27 11:03:00,mini_program,普通会员,正常
79,user_000079,男,1995-02-04,重庆,2026-02-24 00:12:41,mini_program,银牌会员,正常
80,user_000080,女,1977-02-23,武汉,2026-03-25 18:10:33,web,普通会员,正常
81,user_000081,女,2001-02-01,重庆,2026-03-10 21:59:50,mini_program,银牌会员,正常
82,user_000082,女,1998-08-30,重庆,2026-03-13 11:14:48,web,普通会员,正常
83,user_000083,女,2002-05-30,西安,2026-03-05 14:51:58,web,银牌会员,正常
84,user_000084,女,2004-04-19,南京,2026-03-12 16:54:58,mini_program,普通会员,正常
85,user_000085,男,1999-01-14,上海,2026-03-04 19:08:52,app,银牌会员,正常
86,user_000086,男,1992-06-20,上海,2026-03-12 17:28:08,app,普通会员,正常
87,user_000087,男,2001-09-21,武汉,2026-03-23 14:52:44,app,普通会员,正常
88,user_000088,女,1989-01-13,深圳,2026-03-01 00:23:43,app,普通会员,正常
89,user_000089,男,1998-11-03,重庆,2026-03-19 18:26:21,web,普通会员,正常
90,user_000090,女,2007-06-08,上海,2026-03-09 09:46:44,mini_program,普通会员,正常
91,user_000091,男,2007-07-31,深圳,2026-02-27 23:26:34,mini_program,普通会员,正常
92,user_000092,女,1986-11-11,北京,2026-03-15 19:10:14,mini_program,普通会员,正常
93,user_000093,男,1988-06-23,广州,2026-03-25 12:53:45,app,银牌会员,正常
94,user_000094,男,1977-06-26,上海,2026-02-28 02:18:13,app,普通会员,正常
95,user_000095,女,1978-07-29,武汉,2026-02-28 07:37:45,app,银牌会员,正常
96,user_000096,男,1983-05-08,重庆,2026-02-25 14:24:40,web,普通会员,正常
97,user_000097,男,1982-03-10,西安,2026-03-13 20:41:36,web,金牌会员,正常
98,user_000098,男,1995-10-15,北京,2026-03-17 15:01:35,web,普通会员,正常
99,user_000099,女,1989-01-12,北京,2026-02-28 15:13:50,mini_program,普通会员,正常
100,user_000100,男,1980-04-25,广州,2026-03-06 00:44:54,web,金牌会员,正常
101,user_000101,女,1990-09-20,广州,2026-03-03 16:19:41,app,普通会员,禁用
102,user_000102,男,2002-11-19,广州,2026-03-18 22:46:09,mini_program,普通会员,正常
103,user_000103,女,1995-10-08,北京,2026-03-22 00:28:45,app,普通会员,正常
104,user_000104,女,1977-06-21,北京,2026-03-16 13:29:40,mini_program,普通会员,正常
105,user_000105,男,2000-09-03,西安,2026-03-17 13:59:43,mini_program,银牌会员,正常
106,user_000106,男,2006-01-04,杭州,2026-03-11 14:16:59,mini_program,银牌会员,正常
107,user_000107,男,2001-02-06,重庆,2026-03-02 23:17:51,mini_program,普通会员,正常
108,user_000108,女,1988-09-16,杭州,2026-03-06 10:53:55,app,普通会员,禁用
109,user_000109,女,1977-06-11,北京,2026-03-11 18:35:24,app,银牌会员,正常
110,user_000110,男,1982-05-08,深圳,2026-03-13 02:29:15,app,普通会员,正常
111,user_000111,女,2000-10-12,杭州,2026-03-21 03:47:04,app,普通会员,禁用
112,user_000112,女,1991-06-27,成都,2026-03-14 00:09:06,mini_program,钻石会员,正常
113,user_000113,男,1982-08-22,西安,2026-03-22 08:01:35,app,普通会员,正常
114,user_000114,男,2007-05-02,深圳,2026-03-23 04:51:38,app,普通会员,正常
115,user_000115,男,1998-02-28,杭州,2026-03-21 18:17:01,app,银牌会员,正常
116,user_000116,女,1996-01-05,杭州,2026-03-05 10:10:41,app,银牌会员,正常
117,user_000117,男,2006-09-19,西安,2026-03-19 15:20:14,app,普通会员,正常
118,user_000118,男,2000-04-26,上海,2026-03-21 00:46:48,mini_program,银牌会员,正常
119,user_000119,男,1984-02-20,西安,2026-03-06 14:50:34,app,普通会员,正常
120,user_000120,女,2002-04-05,北京,2026-03-18 02:22:07,web,银牌会员,正常
121,user_000121,男,2000-02-05,杭州,2026-03-14 03:32:45,mini_program,普通会员,正常
122,user_000122,女,1980-04-04,成都,2026-03-08 03:56:43,mini_program,普通会员,正常
123,user_000123,男,2000-10-02,广州,2026-03-09 09:27:33,web,普通会员,正常
124,user_000124,男,1991-03-14,杭州,2026-03-01 09:25:16,app,普通会员,正常
125,user_000125,女,1985-12-14,深圳,2026-03-20 21:31:36,mini_program,普通会员,正常
126,user_000126,女,2002-06-26,北京,2026-03-02 20:56:48,app,普通会员,正常
127,user_000127,男,2002-09-16,西安,2026-03-02 04:01:59,web,普通会员,正常
128,user_000128,女,1984-12-21,重庆,2026-03-14 02:39:17,app,普通会员,正常
129,user_000129,女,1987-11-06,杭州,2026-03-10 04:20:33,mini_program,银牌会员,正常
130,user_000130,男,1987-10-22,北京,2026-03-03 01:05:32,app,普通会员,正常
131,user_000131,女,1980-02-14,广州,2026-03-25 01:45:02,app,普通会员,禁用
132,user_000132,男,1982-04-17,杭州,2026-03-22 11:57:11,mini_program,普通会员,正常
133,user_000133,女,2005-04-19,重庆,2026-03-14 19:20:41,web,普通会员,正常
134,user_000134,男,1997-10-01,南京,2026-02-28 15:28:24,app,普通会员,正常
135,user_000135,女,1989-01-10,深圳,2026-03-11 04:46:18,app,普通会员,正常
136,user_000136,男,2007-07-07,北京,2026-03-22 08:06:26,app,银牌会员,正常
137,user_000137,男,2004-02-09,广州,2026-02-28 11:09:34,web,普通会员,正常
138,user_000138,男,1991-04-27,成都,2026-02-26 23:08:21,mini_program,普通会员,正常
139,user_000139,男,1983-04-30,广州,2026-03-17 20:01:02,app,普通会员,正常
140,user_000140,女,1984-12-01,重庆,2026-03-03 10:03:23,app,普通会员,正常
141,user_000141,女,1997-12-25,重庆,2026-03-22 21:42:53,mini_program,普通会员,正常
142,user_000142,女,1991-07-23,北京,2026-03-22 11:06:26,mini_program,普通会员,正常
143,user_000143,男,2008-01-09,深圳,2026-03-11 13:14:13,web,金牌会员,正常
144,user_000144,男,1983-03-05,成都,2026-03-02 05:51:09,app,普通会员,正常
145,user_000145,男,1988-03-12,武汉,2026-03-09 01:52:09,app,普通会员,正常
146,user_000146,男,2007-02-22,上海,2026-03-03 06:42:51,app,普通会员,正常
147,user_000147,女,1998-11-23,北京,2026-03-22 07:48:25,mini_program,普通会员,正常
148,user_000148,女,1993-03-02,南京,2026-03-16 23:04:26,web,银牌会员,正常
149,user_000149,男,1983-02-03,西安,2026-03-23 15:17:17,app,普通会员,正常
150,user_000150,男,1993-04-19,杭州,2026-03-25 20:46:00,app,普通会员,正常
151,user_000151,女,1976-12-03,武汉,2026-02-23 23:23:39,mini_program,普通会员,正常
152,user_000152,男,1981-03-24,北京,2026-03-23 03:32:32,app,银牌会员,正常
153,user_000153,男,1978-06-06,重庆,2026-03-20 07:53:52,app,普通会员,正常
154,user_000154,女,2006-06-22,北京,2026-03-12 11:52:59,app,金牌会员,正常
155,user_000155,男,2006-03-19,北京,2026-03-07 05:06:04,web,普通会员,正常
156,user_000156,女,2004-05-21,重庆,2026-03-20 02:28:52,app,普通会员,正常
157,user_000157,男,2004-02-03,深圳,2026-02-28 11:11:37,app,银牌会员,正常
158,user_000158,女,1977-08-06,武汉,2026-03-16 12:28:13,mini_program,普通会员,正常
159,user_000159,女,2007-02-23,北京,2026-02-24 07:06:07,mini_program,普通会员,正常
160,user_000160,男,2007-05-16,深圳,2026-03-10 14:00:24,mini_program,普通会员,正常
161,user_000161,女,1987-06-09,上海,2026-02-26 04:11:24,mini_program,普通会员,正常
162,user_000162,女,1979-05-04,南京,2026-03-09 02:54:09,mini_program,普通会员,正常
163,user_000163,女,2005-05-06,西安,2026-03-02 00:59:46,mini_program,普通会员,正常
164,user_000164,女,1988-12-15,北京,2026-03-13 23:58:25,mini_program,普通会员,正常
165,user_000165,女,1997-04-17,成都,2026-03-20 20:41:43,mini_program,普通会员,正常
166,user_000166,女,1983-04-25,重庆,2026-03-05 15:57:10,app,普通会员,正常
167,user_000167,男,1998-07-19,广州,2026-03-02 04:38:44,web,普通会员,正常
168,user_000168,女,1994-12-31,重庆,2026-03-24 06:45:24,app,普通会员,正常
169,user_000169,女,1976-11-22,武汉,2026-03-20 23:45:17,app,普通会员,正常
170,user_000170,女,1997-06-15,成都,2026-03-22 21:11:00,app,银牌会员,正常
171,user_000171,女,1998-10-23,北京,2026-03-19 07:54:23,app,普通会员,正常
172,user_000172,女,1997-08-12,杭州,2026-03-12 22:20:35,app,普通会员,正常
173,user_000173,女,2008-07-19,杭州,2026-03-19 03:32:35,app,银牌会员,正常
174,user_000174,男,2005-07-27,武汉,2026-02-28 22:18:12,app,金牌会员,正常
175,user_000175,女,1978-12-30,广州,2026-03-23 05:48:39,web,普通会员,正常
176,user_000176,女,2003-03-16,重庆,2026-03-23 19:17:07,mini_program,金牌会员,正常
177,user_000177,女,1984-03-19,武汉,2026-03-12 20:09:20,app,金牌会员,正常
178,user_000178,男,1997-09-18,西安,2026-03-19 07:51:36,app,银牌会员,正常
179,user_000179,女,1993-01-18,深圳,2026-03-18 03:27:43,web,银牌会员,正常
180,user_000180,男,1994-12-12,上海,2026-03-07 12:19:29,mini_program,普通会员,正常
181,user_000181,女,1994-10-01,南京,2026-03-17 12:37:20,app,普通会员,正常
182,user_000182,女,1980-12-04,杭州,2026-02-25 13:33:08,app,普通会员,正常
183,user_000183,女,1976-11-02,西安,2026-03-05 21:27:50,mini_program,普通会员,禁用
184,user_000184,男,1996-03-05,广州,2026-02-25 04:00:06,mini_program,银牌会员,正常
185,user_000185,男,1979-03-08,西安,2026-03-08 09:11:49,mini_program,普通会员,正常
186,user_000186,女,1985-05-31,深圳,2026-03-13 14:01:12,web,银牌会员,正常
187,user_000187,男,1978-01-15,西安,2026-03-17 22:43:26,app,普通会员,禁用
188,user_000188,男,1982-03-27,杭州,2026-03-08 20:12:00,app,普通会员,正常
189,user_000189,女,2002-08-29,武汉,2026-03-18 11:59:06,web,普通会员,正常
190,user_000190,女,2007-03-17,成都,2026-03-15 13:31:37,app,普通会员,正常
191,user_000191,女,2001-01-28,杭州,2026-03-04 09:49:48,web,金牌会员,正常
192,user_000192,女,1982-03-16,南京,2026-03-24 18:38:03,app,普通会员,正常
193,user_000193,男,2005-06-25,北京,2026-03-17 11:01:47,app,银牌会员,正常
194,user_000194,男,2007-11-18,西安,2026-03-06 15:58:55,app,普通会员,正常
195,user_000195,男,1979-05-06,成都,2026-03-03 03:38:05,mini_program,普通会员,正常
196,user_000196,男,2004-05-15,上海,2026-03-02 16:31:15,app,普通会员,正常
197,user_000197,男,2003-01-31,广州,2026-03-10 14:09:33,mini_program,普通会员,正常
198,user_000198,男,1980-05-12,广州,2026-03-15 07:27:17,app,金牌会员,正常
199,user_000199,女,2000-10-27,深圳,2026-03-18 07:20:31,mini_program,普通会员,正常
200,user_000200,女,1984-08-01,成都,2026-03-14 21:35:41,web,普通会员,正常
201,user_000201,男,1988-10-08,广州,2026-03-16 04:07:43,mini_program,普通会员,正常
202,user_000202,女,1980-06-11,广州,2026-03-01 14:54:12,app,普通会员,正常
203,user_000203,女,1977-07-12,广州,2026-03-02 14:22:59,app,普通会员,正常
204,user_000204,男,2006-02-07,北京,2026-03-20 08:49:04,web,普通会员,正常
205,user_000205,男,1978-01-26,武汉,2026-03-02 01:19:21,mini_program,普通会员,正常
206,user_000206,女,2002-09-25,西安,2026-03-16 18:16:25,app,普通会员,正常
207,user_000207,女,1976-06-24,广州,2026-02-27 08:20:39,mini_program,金牌会员,正常
208,user_000208,女,1979-04-13,成都,2026-03-16 19:45:07,app,普通会员,正常
209,user_000209,男,1998-05-08,成都,2026-03-18 11:03:35,app,金牌会员,正常
210,user_000210,男,2007-03-08,杭州,2026-03-19 14:42:53,web,钻石会员,正常
211,user_000211,男,2006-05-29,广州,2026-03-02 17:04:52,app,普通会员,正常
212,user_000212,女,2008-10-03,成都,2026-03-13 08:43:08,app,普通会员,正常
213,user_000213,女,1996-05-29,杭州,2026-02-26 18:25:19,app,普通会员,正常
214,user_000214,女,1999-01-04,上海,2026-03-20 08:24:24,app,金牌会员,正常
215,user_000215,男,1999-01-17,广州,2026-03-12 17:28:17,app,普通会员,正常
216,user_000216,男,1997-01-18,北京,2026-03-15 09:41:07,app,普通会员,正常
217,user_000217,男,1996-04-11,杭州,2026-03-02 13:32:36,app,银牌会员,正常
218,user_000218,男,1987-08-04,杭州,2026-03-18 11:42:59,mini_program,普通会员,正常
219,user_000219,女,2005-03-30,成都,2026-03-22 20:36:14,app,普通会员,正常
220,user_000220,男,2008-08-31,广州,2026-03-09 17:41:26,app,普通会员,正常
221,user_000221,男,2002-02-17,南京,2026-03-14 19:26:15,app,普通会员,正常
222,user_000222,女,2000-04-05,重庆,2026-03-08 11:03:12,web,普通会员,正常
223,user_000223,男,2006-09-02,上海,2026-03-24 17:50:28,app,普通会员,正常
224,user_000224,男,1992-11-19,西安,2026-02-26 14:47:46,web,银牌会员,正常
225,user_000225,女,1981-05-19,西安,2026-03-06 02:37:42,app,普通会员,正常
226,user_000226,女,1990-06-28,杭州,2026-03-10 22:18:55,app,银牌会员,正常
227,user_000227,男,2006-02-06,上海,2026-03-22 15:27:19,app,普通会员,正常
228,user_000228,女,1992-08-26,广州,2026-03-25 09:58:47,app,金牌会员,正常
229,user_000229,男,1986-10-16,南京,2026-03-18 00:12:43,web,普通会员,正常
230,user_000230,女,1977-03-03,广州,2026-03-03 02:56:47,app,普通会员,正常
231,user_000231,男,1985-09-20,南京,2026-03-05 04:20:37,mini_program,普通会员,正常
232,user_000232,女,2001-12-29,成都,2026-03-07 13:46:54,web,普通会员,正常
233,user_000233,男,2001-07-14,北京,2026-03-25 12:30:32,web,普通会员,正常
234,user_000234,女,2002-02-05,广州,2026-03-03 19:18:56,app,普通会员,正常
235,user_000235,女,2004-11-18,南京,2026-03-01 04:46:38,app,银牌会员,正常
236,user_000236,男,1991-08-11,杭州,2026-03-17 10:16:31,mini_program,普通会员,正常
237,user_000237,女,2002-09-05,上海,2026-03-16 23:56:34,app,普通会员,正常
238,user_000238,女,1992-12-12,南京,2026-02-25 18:11:17,app,银牌会员,正常
239,user_000239,女,1983-11-19,广州,2026-03-23 16:55:43,app,钻石会员,正常
240,user_000240,女,1988-01-03,广州,2026-03-16 13:13:26,web,普通会员,禁用
241,user_000241,男,1982-02-19,上海,2026-02-25 15:29:32,web,普通会员,正常
242,user_000242,男,2005-11-07,南京,2026-02-25 22:59:39,mini_program,普通会员,正常
243,user_000243,女,1977-03-11,武汉,2026-03-25 11:43:06,app,普通会员,正常
244,user_000244,女,1995-05-04,北京,2026-03-20 23:41:53,app,普通会员,正常
245,user_000245,女,1995-04-14,上海,2026-03-17 13:21:33,app,普通会员,正常
246,user_000246,男,1992-12-22,上海,2026-03-21 06:19:46,app,普通会员,正常
247,user_000247,女,1978-12-02,广州,2026-03-15 22:45:08,app,金牌会员,正常
248,user_000248,男,1991-06-18,南京,2026-03-07 09:54:35,mini_program,普通会员,正常
249,user_000249,女,1982-07-31,上海,2026-02-27 21:38:43,app,普通会员,正常
250,user_000250,女,1981-04-18,成都,2026-02-26 09:26:02,app,普通会员,正常
251,user_000251,女,1996-04-30,北京,2026-03-03 09:41:21,mini_program,银牌会员,正常
252,user_000252,男,1979-10-28,成都,2026-03-16 11:33:26,mini_program,银牌会员,正常
253,user_000253,男,1982-05-05,杭州,2026-03-08 01:40:06,web,普通会员,正常
254,user_000254,女,1989-04-29,西安,2026-03-07 20:33:07,app,普通会员,正常
255,user_000255,男,1991-10-06,西安,2026-03-17 20:59:29,app,银牌会员,正常
256,user_000256,女,1987-07-05,北京,2026-03-03 05:06:47,app,普通会员,正常
257,user_000257,女,1999-09-01,广州,2026-03-24 13:13:28,app,普通会员,正常
258,user_000258,男,1993-07-27,北京,2026-02-27 19:47:54,mini_program,普通会员,正常
259,user_000259,男,1987-02-25,北京,2026-03-25 03:48:10,mini_program,普通会员,正常
260,user_000260,女,1985-07-09,成都,2026-03-20 03:41:05,app,银牌会员,正常
261,user_000261,男,1977-10-21,上海,2026-03-18 22:31:43,web,普通会员,正常
262,user_000262,女,1978-09-30,成都,2026-03-18 03:06:00,app,普通会员,正常
263,user_000263,男,1992-04-14,杭州,2026-03-21 22:38:16,mini_program,普通会员,正常
264,user_000264,女,1984-06-19,重庆,2026-02-24 13:33:05,web,金牌会员,正常
265,user_000265,男,1992-06-12,广州,2026-02-28 01:22:30,app,普通会员,正常
266,user_000266,女,1999-02-18,成都,2026-03-18 03:08:59,app,普通会员,正常
267,user_000267,女,1997-05-02,北京,2026-03-01 18:46:48,app,普通会员,正常
268,user_000268,男,1978-12-24,西安,2026-03-20 14:08:26,app,普通会员,正常
269,user_000269,男,1998-01-12,上海,2026-03-20 02:32:44,mini_program,普通会员,正常
270,user_000270,女,1983-07-04,武汉,2026-03-17 11:01:57,mini_program,普通会员,正常
271,user_000271,女,1990-08-27,南京,2026-02-27 19:01:58,web,银牌会员,正常
272,user_000272,女,1995-08-17,深圳,2026-03-03 17:19:05,mini_program,银牌会员,正常
273,user_000273,女,2003-05-01,武汉,2026-03-20 04:05:24,app,银牌会员,正常
274,user_000274,男,1999-03-01,北京,2026-03-03 07:09:42,app,普通会员,正常
275,user_000275,女,1979-05-22,重庆,2026-03-24 01:02:59,app,普通会员,正常
276,user_000276,女,1981-07-15,北京,2026-03-25 19:15:24,app,银牌会员,正常
277,user_000277,女,1999-11-03,北京,2026-03-19 11:52:16,mini_program,普通会员,正常
278,user_000278,女,2008-04-17,北京,2026-03-03 14:36:43,mini_program,银牌会员,正常
279,user_000279,男,1994-01-25,杭州,2026-03-23 08:45:57,app,银牌会员,正常
280,user_000280,女,1997-01-18,广州,2026-03-23 00:32:40,mini_program,普通会员,正常
281,user_000281,女,1996-12-04,西安,2026-03-09 09:13:11,app,普通会员,禁用
282,user_000282,女,1991-06-22,北京,2026-03-21 00:04:18,web,银牌会员,正常
283,user_000283,女,1988-09-14,北京,2026-03-09 23:07:02,app,银牌会员,正常
284,user_000284,男,1984-02-06,武汉,2026-03-25 16:21:39,app,普通会员,正常
285,user_000285,男,2000-06-27,深圳,2026-03-06 18:01:21,mini_program,普通会员,正常
286,user_000286,女,1993-09-17,西安,2026-03-10 05:44:06,mini_program,银牌会员,正常
287,user_000287,男,1993-01-11,杭州,2026-03-22 12:51:40,app,普通会员,正常
288,user_000288,男,1985-11-13,上海,2026-03-22 11:15:49,app,普通会员,正常
289,user_000289,女,1978-01-11,南京,2026-03-12 20:33:25,app,银牌会员,正常
290,user_000290,男,1985-04-09,西安,2026-03-19 09:03:46,app,普通会员,正常
291,user_000291,男,1991-07-10,上海,2026-03-20 11:40:59,app,普通会员,正常
292,user_000292,男,1976-03-30,成都,2026-03-23 08:49:56,app,普通会员,正常
293,user_000293,男,1992-05-16,深圳,2026-03-16 01:38:07,web,银牌会员,正常
294,user_000294,女,1978-01-13,广州,2026-03-03 09:42:34,app,普通会员,正常
295,user_000295,男,1987-10-24,上海,2026-03-15 02:57:11,app,银牌会员,正常
296,user_000296,男,2008-05-19,深圳,2026-03-04 09:21:04,mini_program,普通会员,正常
297,user_000297,男,1990-12-24,西安,2026-03-15 14:40:56,app,普通会员,正常
298,user_000298,男,2001-06-09,南京,2026-02-24 18:37:26,mini_program,金牌会员,正常
299,user_000299,女,1999-12-01,南京,2026-03-20 11:28:15,app,普通会员,正常
300,user_000300,女,1989-01-21,武汉,2026-03-23 13:51:25,app,银牌会员,正常
301,user_000301,男,1984-02-12,成都,2026-03-02 16:40:34,app,普通会员,正常
302,user_000302,女,1991-09-18,重庆,2026-03-16 22:09:15,mini_program,银牌会员,正常
303,user_000303,女,1986-05-01,西安,2026-02-24 12:55:21,app,普通会员,正常
304,user_000304,女,1998-08-20,北京,2026-02-25 18:43:28,mini_program,普通会员,正常
305,user_000305,女,1997-10-28,北京,2026-03-14 00:25:24,web,普通会员,正常
306,user_000306,男,2008-01-21,重庆,2026-03-11 11:37:32,app,普通会员,正常
307,user_000307,男,1987-10-04,北京,2026-02-23 23:07:55,app,银牌会员,正常
308,user_000308,女,1983-10-12,杭州,2026-03-16 18:58:48,web,金牌会员,正常
309,user_000309,男,1980-09-28,重庆,2026-02-26 07:13:19,mini_program,普通会员,正常
310,user_000310,女,1977-07-05,成都,2026-03-20 12:42:14,app,银牌会员,正常
311,user_000311,女,1981-06-30,西安,2026-03-15 14:41:14,app,普通会员,正常
312,user_000312,女,2006-10-29,西安,2026-03-03 02:23:55,app,普通会员,正常
313,user_000313,女,1988-11-04,杭州,2026-02-25 00:07:38,app,普通会员,正常
314,user_000314,女,2000-07-07,深圳,2026-03-21 08:59:59,app,普通会员,正常
315,user_000315,男,2007-05-28,深圳,2026-03-09 02:27:05,web,金牌会员,正常
316,user_000316,女,1983-11-04,成都,2026-02-25 14:45:31,web,普通会员,正常
317,user_000317,女,2001-06-01,上海,2026-03-08 12:15:39,mini_program,金牌会员,正常
318,user_000318,女,2007-04-21,武汉,2026-02-28 19:33:44,app,普通会员,正常
319,user_000319,女,2006-03-12,成都,2026-03-18 09:23:13,mini_program,普通会员,正常
320,user_000320,女,1989-12-05,武汉,2026-03-05 18:51:37,app,普通会员,正常
